titulo_do_texto,texto,descritor,comando,resposta_item,ano,tipo,origem,resposta,opcoes
-,"A expressão “chorar as pitangas”, usada no Brasil para designar o ato de chorar, lamentar ou reclamar se originou a partir de uma adaptação do antigo vocábulo português “chorar lágrimas de sangue”. Como pitanga é uma palavra de origem indígena que significa vermelho, os índios fizeram uma espécie de analogia entre a fruta e o sangue, concebendo assim a ideia por trás da expressão que conhecemos hoje em dia, isto é, de alguém que chora tanto até seus olhos ficarem avermelhados. No entanto, embora tal tese seja a mais provável para explicar a origem do termo, não é a única. Alguns alegam que o vocábulo ‘pitang’ na língua guarani significaria menino, criança, e que a expressão ‘chorar as pitangas’ teria surgido por meio de outra analogia: a de alguém chorando como criança, ou seja, demasiadamente.",D05 - Identificar o tema ou assunto de um texto.,Qual é o assunto desse texto?,a,9° ano,SPAECE,Simulado 01 SPAECE ,A origem do termo “chorar as pitangas”,"['A origem do termo “chorar as pitangas”', nan, 'As trocas culturais entre portugueses e indígenas.', 'O cultivo da pitanga pelo povo indígena.']"
Patativa do Assaré,"Antônio Gonçalves da Silva, o Patativa do Assaré, nasceu na Serra de Santana, a 18 Km da cidade de Assaré, em 5 de março de 1909. Filho de Pedro Gonçalves da Silva e Maria Pereira da Silva, família pobre, perdeu o pai aos oito anos, passando a partir daí a trabalhar na roça para garantir o sustento da família. Logo que ingressou na escola, aos doze anos, passou a escrever poesia e produzir pequenos textos. [...] O nome “Patativa” surgiu devido à semelhança entre seu canto e o do pássaro Patativa, ave nordestina que possui um canto mavioso e singular, quando o jovem poeta tinha apenas vinte anos. Com um nome artístico, passou a viajar pela região cantando seus repentes e apresentando-se várias vezes na rádio Araripe. Patativa é considerado o gênio da literatura cearense [...].",D03 - Inferir o sentido da palavra ou expressão.,"Nesse texto, no trecho “...que possui um canto mavioso e singular...” o termo ""mavioso"" tem o mesmo sentido de",a,9° ano,SPAECE,Simulado 01 SPAECE ,agradável. ,"['agradável. ', 'fraco', 'irritante.', 'tímido.']"
"Dia da mentira
","Você já caiu em alguma brincadeirinha do Dia da Mentira? Sim? A prática de contar mentiras em um dia específico, por mais bizarras que sejam, é algo muito comum entre crianças. No entanto, os adultos também parecem adorar inventar uma lorota aqui ou ali. Quer um exemplo? Em 1957, a respeitadíssima rede de televisão britânica BBC mostrou uma matéria sobre determinadas árvores na Suíça que produziam macarrão. Dá pra acreditar? De fato, o Dia da Mentira surgiu no século XVI, na França, e foi fruto de um grande malentendido. Até tal século, os franceses seguiam o calendário Juliano. Conforme o mesmo, a comemoração do Ano Novo ocorreria no primeiro dia de Abril. Porém em 1564, o rei Carlos IX estabeleceu que a França deveria seguir o calendário Gregoriano, no qual o novo ano se iniciaria já em 1º de janeiro, como ocorre hoje em dia. O problema foi que alguns franceses não aceitaram a mudança. Além disso, naquela época as notícias andavam lentamente, pois não havia meios de rápida comunicação. Desta forma, muitas pessoas sequer ficaram sabendo da alteração estabelecida pelo rei.[...]",D03 - Inferir o sentido da palavra ou expressão.,"Nesse texto, no trecho “Você já caiu em alguma brincadeirinha...” a palavra ""caiu"" tem o sentido de",d,9° ano,SPAECE,Simulado 01 SPAECE ,ser enganado.,"['desabar.', 'escorregar.', 'se divertir.', 'ser enganado.']"
Eu não perco as esperanças nos jovens de hoje,"Às vezes, quando estou voando entre uma conferência e outra, vejo-me sentado perto de alguém que é muito conversador. Isso frequentemente é uma experiência agradável para mim, porque sou um inveterado observador do ser humano. Aprendo muito observando e ouvindo as pessoas que vejo todos os dias. [...] Infelizmente, há ocasiões em que sento perto de alguém que apenas deseja extravasar o seu mau humor ou impor as suas opiniões políticas...Em uma delas, fiquei sentado resignadamente, enquanto meu vizinho de poltrona começava a falar sobre a situação terrível do mundo, usando o clichê: — Você sabe como os jovens de hoje são... [...] Quando, aliviado, finalmente saí do avião e fui para o meu hotel, comprei o jornal local e fui jantar. Em uma página interna do jornal, estava um artigo que acho que deveria ter sido colocado na primeira página. Em uma cidadezinha de Indiana, havia um garoto de quinze anos que tinha um tumor cerebral. Ele estava sendo tratado com radioterapia e quimioterapia. Como resultado desses tratamentos, perdera todos os seus cabelos. Eu não sei quanto a vocês, mas sei como me teria sentido se aquilo tivesse acontecido comigo na sua idade – mortificado! Os colegas daquele jovem foram espontaneamente em seu socorro: todos os garotos da sua série pediram às suas mães que os deixassem raspar a cabeça para que Brian não fosse o único garoto careca na escola secundária. Ali, naquela página, estava a fotografia de uma mãe raspando a cabeça do filho, sob o olhar aprovador da família. Ao fundo, via-se um grupo de jovens igualmente carecas. Não, eu não perco as esperanças nos jovens de hoje",D03 - Inferir o sentido da palavra ou expressão.,"Nesse texto, no trecho “...usando o clichê...” o termo ""clichê"" significa",b,9° ano,SPAECE,Simulado 01 SPAECE ,uma demonstração de mau humor,"['uma demonstração de mau humor', 'uma demonstração de mau humor', 'uma frase pouco utilizada.', 'uma situação desconfortável']"
Dois amigos e um chato,"Os dois estavam tomando um cafezinho no boteco da esquina, antes de partirem para as suas respectivas repartições. Um tinha um nome fácil: era o Zé. O outro tinha um nome desses de dar cãibra em língua [...]: era o Flaudemíglio. Acabado o café o Zé perguntou: — Vais pra cidade? — Vou – respondeu Flaudemíglio, acrescentando: – Mas vou pegar o 434, que vai pela Lapa. Eu tenho que entregar uma urinazinha de minha mulher no laboratório [...] olhou para a fila do 474, que ia direto pro centro e, por isso, era a fila mais piruada. Tinha gente às pampas — Vens comigo? – quis saber Flaudemíglio. — Não — disse o Zé: – Eu estou atrasado e vou pegar um direto ao centro. — Então tá – concordou Flaudemíglio, olhando para a outra esquina e, vendo que já vinha o que passava pela Lapa: – Chi! Lá vem o meu... – e correu para o ponto de parada, fazendo sinal para o ônibus parar. Foi aí que, segurando o guarda-chuva, um embrulho e mais o vidrinho da urinazinha, foi aí que o Flaudemíglio se atrapalhou e deixou cair algo no chão. [...] O motorista [...] já ia botando o carro em movimento, não dando tempo ao passageiro para apanhar o que caíra. Flaudemíglio só teve tempo de berrar para o amigo: — Zé, caiu minha carteira de identidade. Apanha e me entrega logo mais. O 434 seguiu e Zé atravessou a rua, para apanhar a carteira do outro. Já estava chegando perto quando um cidadão magrelo e antipático e, ainda por cima, com um sorriso [...], apanhou a carteira de Flaudemíglio. — Por favor, cavalheiro, esta carteira é de um amigo meu – disse o Zé estendendo a mão. Mas o que tinha um sorriso [...] não entregou. Examinou a carteira e depois perguntou: — Como é o nome do seu amigo? — Flaudemíglio – respondeu o Zé. — Flaudemíglio de quê? – insistiu o chato. Mas o Zé deu-lhe um safanão e tomou-lhe a carteira, dizendo: — Ora, quem acerta Flaudemíglio não precisa acertar mais nada!",D03 - Inferir o sentido da palavra ou expressão.,"Nesse texto, a expressão “Tinha gente às pampas.” significa que tinha gente",b,9° ano,SPAECE,Simulado 01 SPAECE ,demais.,"['bonita.', 'demais.', 'esperta.', 'estranha.']"
Surfista é mordido no rosto por tubarão em Fernando de Noronha,"Um surfista foi mordido por um tubarão nesta quinta-feira (14), em Fernando de Noronha. Vinícius Cavalcanti, 31 anos, estava surfando na praia da Cacimba do Padre quando aconteceu o incidente. Ele foi levado de carro, pela esposa, ao Hospital São Lucas com ferimentos na face, no pescoço e na orelha. Ele chegou com sangramento intenso, mas com ""sinais vitais estáveis, lúcido e orientado"", de acordo com informações preliminares da unidade de saúde. Ainda segundo o hospital, ele está bem, estável, tranquilo e conversando. Vinícius é vendedor de açaí na Cacimba e aproveitou o final do expediente para pegar onda. Segundo relato da mulher do vendedor, Juliana Cavalcanti, o rapaz caiu em cima do tubarão e levou uma mordida. “Meu marido me contou que estava surfando, quando caiu e o tubarão o abocanhou. A mordida pegou no supercílio, orelha, no queixo e no pescoço. Sangrava muito"", conta.",D01 - Localizar informação explícita.,"De acordo com o texto, o que Vinícius estava fazendo quando o tubarão o abocanhou?",c,9° ano,SPAECE,Simulado 01 SPAECE ,Surfando.,"['Dirigindo.', 'Repousando.', 'Surfando.', 'Trabalhando.']"
Onde judas perdeu as botas,"A expressão “onde Judas perdeu as botas” é usada para designar um lugar distante, desconhecido e inacessível. Existe uma história não comprovada a qual relata que após trair Jesus, Judas se enforcou em uma árvore sem nada nos pés, já que havia posto o dinheiro que ganhara por ter entregue o mestre dentro de suas botas. Ainda segundo o conto popular, quando os soldados viram que Judas estava sem seus sapatos, saíram desesperados em busca dos calçados e do dinheiro ali depositado (cerca de 30 moedas de ouro). No entanto, diz a lenda que ninguém achou, nem sequer ficou sabendo do paradeiro das botas de Judas. Foi por meio desta fantasiosa história que o termo “onde Judas perdeu as botas” surgiu e se transformou em uma expressão popular.",D01 - Localizar informação explícita.,"De acordo com o texto, o que os soldados fizeram quando viram que Judas estava sem seus sapatos?",d,9° ano,SPAECE,Simulado 01 SPAECE ,Saíram desesperados em busca dos calçados.,"['Afastaram-se tranquilamente do local.', 'Esperaram Judas falar onde estava os calçados', 'Ficaram esperando alguém trazer os sapatos.', 'Saíram desesperados em busca dos calçados.']"
Isotônico pode dar cárie,"Ele repõe sais minerais e glicose, é verdade. Mas o isotônico, aquela bebida colorida consagrada pela geração academia, também pode causar danos à saúde da boca. Um estudo da Universidade de Nova York, nos Estados Unidos, revelou que o consumo destemperado do produto causa erosão do esmalte dos dentes, abrindo alas para cáries e deterioração dentária. “O dente perde mais minerais do que deveria por causa de um desequilíbrio químico provocado pelo ácido cítrico presente no isotônico”, explica o cirurgiãodentista Rodrigo Bueno, consultor da Associação Brasileira de Odontologia. “Por isso, a bebida deve ser consumida de quatro em quatro horas, que é o tempo necessário para que a saliva neutralize a acidez bucal.” Nesse intervalo, procure beber apenas água se estiver praticando alguma atividade física.",D01 - Localizar informação explícita.,"De acordo com o texto, o isotônico deve ser consumido",b,9° ano,SPAECE,Simulado 01 SPAECE ,de quatro em quatro horas.,"['de duas em duas horas.', 'de quatro em quatro horas.', 'em todas as refeições.\r', 'na academia.']"
-,"Comovente É linda a história de Felipe. O autor retrata as dificuldades de uma criança em lidar com uma série de tragédias pessoais. As dúvidas, os medos, as injustiças e todo o carrossel de emoções que assola a vida de Felipe, são bem trabalhados nesta obra de Walcyr Carrasco. A leitura é rápida, a linguagem é acessível para adolescentes e a mensagem traduz sabedoria e simplicidade.",D01 - Localizar informação explícita.,"De acordo com o texto, a leitura do livro “O anjo linguarudo” é",d,9° ano,SPAECE,Simulado 01 SPAECE ,rápida,"['contraditória', 'inacessível', 'monótona', 'rápida']"
Beber e comer ao mesmo tempo faz bem ou mal?,"Logo após o pedido de comida em um restaurante a pergunta do garçom sempre é: ""E para beber?"". Há quem não consiga comer sem um copo de suco, água ou até refrigerante por perto para ""ajudar"" na digestão. Mas, será que isso faz bem para a saúde? [...] Seja no café da manhã, com o tradicional café com pão, ou em lanches, almoços e jantares, a bebida acaba sendo uma companhia habitual às refeições. Porém, a nutricionista Sheila Basso explica que essa união pode não ser tão saudável, já que a alta ingestão de líquido durante a refeição pode prejudicar a digestão e até diminuir a absorção de nutrientes do organismo (biodisponibilidade). ""A digestão é um processo tanto químico, quanto físico, e se dá início na boca, quando os alimentos são triturados pelos dentes e os carboidratos digeridos pela enzima amilase salivar. Quando ingerimos grande quantidade de líquidos durante as refeições, essas enzimas podem acabar se diluindo ou, no caso dos refrigerantes, sucos ou bebidas ácidas, elas podem interferir no pH dessas moléculas e, consequentemente, dificultar a digestão"", explica a profissional.",D01 - Localizar informação explícita.,"De acordo com o texto, a digestão tem início no (a)",a,9° ano,SPAECE,Simulado 01 SPAECE ,boca,"['boca', 'esôfago', 'estômago', 'intestino']"
