titulo_do_texto,texto,descritor,comando,resposta_item,resposta,opcoes,ano,tipo,origem
Calor,"O verão chegou com tudo e, junto com ele, uma onda de calor [...]. Por mais que essa seja a época de aproveitar os dias mais longos e pegar uma praia ou piscina, também é o momento em que precisamos estar atentos a alguns detalhes para não descuidar da saúde. 1) Nunca é demais lembrar: beba muita água para evitar a desidratação. A água ajuda a regular a temperatura do corpo, repõe os minerais e hidrata o organismo [...]. 2) Cuide da sua alimentação e prefira refeições leves. O ideal é consumir grandes quantidades de frutas e verduras da estação. 3) Tome quantos banhos você quiser e troque de roupas com frequência. 4)Evitecarregarmuitopesooufazeralgumesforçoforadocomumparanãosuarexcessivamente. 5) Outra opção para aplacar o calor é ter um borrifador cheio de água gelada sempre por perto. Espirre água no rosto e no corpo – a evaporação diminuirá a sensação de calor",D05 - Identificar o tema ou assunto de um texto.,Qual é o assunto desse texto?,c,O alívio da sensação de calor.,"['A diversão durante o verão. ', 'A importância da água.\r', 'O alívio da sensação de calor.', 'O valor da alimentação saudável..']",6° ano,SPAECE,Avaliação paraná
-,"As festas juninas são celebradas ao longo do mês de junho. Sua origem foram as festas pagãs, com fogueiras e queimas de fogos [...]. Elas começaram nos campos e plantações originando os trajes típicos de caipiras e sinhazinhas, com casamento de roça, discurso do padrinho, as capelinhas decoradas, etc. Com o passar do tempo, as festividades foram tomando um cunho religioso. Pela tradição, a festa junina consiste em celebrar os bons resultados da colheita [...]. As festas juninas estão enraizadas de arte popular com suas influências próprias das regiões, cheias de pureza, ingenuidade, poesia e inspiração. [...]",D05 - Identificar o tema ou assunto de um texto.,Qual é o assunto desse texto?,c,A origem das festas juninas.,"['A importância das fogueiras.', 'A necessidade da boa colheita. ', 'A origem das festas juninas.', 'A preparação para o casamento.\r']",6° ano,SPAECE,Avaliação paraná
“Como será?” recebe o cantor Lenine para falar de música e sustentabilidade,"Na véspera do Dia das Crianças, Sandra Annenberg recebe no estúdio um palhaço, ao lado de quem – em meio a muita mágica, malabarismo, equilibrismo e piadas – vai chamar o quadro Hoje É Dia de... Circo. Em homenagem aos pequenos, o apresentador Alexandre Henderson reúne as mais diversas curiosidades sobre o mundo do picadeiro. Enquanto um neurologista explica o que acontece no cérebro humano quando assistimos aos números mais emocionantes e engraçados, a Intrépida Trupe mostra todas as inovações na arte circense e o Projeto Circo Social prova como ela é capaz de mudar vidas. [...] No estúdio, o cantor e compositor Lenine fala sobre seus Encontros Socioambientais – Música e Sustentabilidade numa Nota Só, ação inédita que visitou 12 projetos pelo Brasil. “– A arte é um instrumento de aproximação poderoso por uma sociedade mais justa. Gosto de acreditar que a minha música vai além do que meramente canto” –, afirma. Lenine, botânico autodidata, vai ainda contar sobre sua paixão por orquídeas e tocar um de seus grandes sucessos no encerramento do programa. Uma das iniciativas visitadas pela turnê, o Mantas do Brasil (em Santos, SP), focado na preservação e na pesquisa científica da raia manta gigante, ganha destaque. [...]",D05 - Identificar o tema ou assunto de um texto.,"Qual é o assunto desse texto?
",d,As atrações de um programa de TV.,"['A carreira musical do cantor Lenine.\r', 'A comemoração do Dia das Crianças', ' As ações de preservação da natureza', 'As atrações de um programa de TV.']",7° ano,SPAECE,Avaliação paraná
"Afinal, no espaço faz frio ou calor?
","Normalmente, as temperaturas de ventos solares e nuvens de gases interestelares costumam assustar, pois chegam à casa de milhares de graus Celsius – e às vezes, milhões! Em contrapartida, a radiação cósmica de fundo tem uma temperatura estimada de -270 ºC. Portanto, se tivéssemos termômetros espalhados pelo espaço sideral, como temos nas grandes avenidas do nosso país, eles registrariam temperaturas que estão entre esses dois intervalos extremos, dependendo da região. Com exceção de nuvens muito densas e próximas às estrelas, a maior parte dos gases no espaço é rarefeito demais para chegar a aquecer qualquer coisa: não existem moléculas o suficiente para que elas se agitem e acabem transferindo calor para outros corpos. Mesmo os ventos solares não são quentes como pensamos: eles atingem espaçonaves com partículas ionizadas e carregadas de energia (calor), mas a taxa de colisão é um quadrilhão de vezes menor do que a de moléculas de gases na atmosfera da Terra. Sendo assim, a radiação acaba sendo o único mecanismo de transferência de calor no espaço. [...]",D05 - Identificar o tema ou assunto de um texto.,Qual é o assunto desse texto?,b,A temperatura no espaço.,"['A radiação no espaço.\r', 'A temperatura no espaço.', 'As espaçonaves atingidas por ventos no espaço.', 'Os equipamentos espalhados pelo espaço.']",7° ano,SPAECE,Avaliação paraná
Eleição para prefeitura é decidida no cara ou coroa nas Filipinas,"Autoridades eleitorais das Filipinas desempataram no cara ou coroa um raro empate em uma eleição para prefeito nesta sexta-feira (17). Sue Cudilla foi proclamada nova prefeita da cidade de Araceli, na província de Palawan, após vencer um lance de moedas melhor de três. Ela escolheu coroa e venceu Noel Beronio. Ambos receberam 3.495 votos na eleição, realizada na segunda-feira (13). Eles concordaram desempatar na moeda, embora a legislação previsse o desempate através do sorteio com papéis tirados de uma urna.",D05 - Identificar o tema ou assunto de um texto.,Qual é o tema desse texto?,b,A forma de desempate de uma eleição nas Filipinas.,"['A diferente legislação da província de Palawan.\r', 'A forma de desempate de uma eleição nas Filipinas.', 'A função das autoridades eleitorais das Filipinas.', 'A quantidade de eleitores da cidade de Araceli.']",7° ano,SPAECE,Avaliação paraná
A Viagem,"Um dia eu acordei com alguém me chamando. Eram João e Maria, me dando chocolates, caramelos e sonhos da casa de doces da bruxa. Pouco depois, Pinóquio me apresentou Gepeto. Os três porquinhos me mostraram pelos do lobo. Nesse momento, acordei e vi que estava no meu quarto. Um livro de capa verde no chão me lembrou que estava lendo contos de fada. Mas me senti como se tivesse sido teletransportado. Foi uma viagem inesquecível. Venha fazê­la comigo!",D05 - Identificar o tema ou assunto de um texto.,O assunto desse texto é,d,uma viagem ao mundo da leitura.,"['uma visita à doceria.', 'o despertar dos personagens.', 'o teletransporte de João e Maria', 'uma viagem ao mundo da leitura.']",7° ano,SPAECE,Avaliação paraná
"Lili, uma Cocker Companheira","“Dim­dom!” – Oba! Temos visitas! – disse a minha dona. Eu sou a cachorrinha Lili, e sou uma Cocker. Eu gosto quando chegam visitas aqui em casa. Faço amizades com muita facilidade, mas sem ficar pulando ou pedindo carinho para os visitantes. Bom, a não ser que eles me convidem para fazer isso. Na verdade, sou muito alegre, gosto de brincar e de dar longos passeios. Tenho bastante energia para essas coisas. Mas também sou flexível. Posso simplesmente ser uma companheira tranquila ao lado da minha dona. Vai depender do que ela quiser que eu faça no momento. Há algo importante que você precisa saber sobre mim. Minhas orelhas compridas abafam os ouvidos, assim eles acumulam mais cera, umidade e sujeira. Por isso, você precisa limpar meus ouvidos com algodão umedecido em óleo de amêndoa. Depois, é só retirar o excesso com algodão seco. Sou bem gulosa e, se minha dona não me controlar, como um montão. Por falar em comida, já me deu uma fominha! Desculpa aí, pessoal, mas vou ver se já está na hora da minha ração. Tchauzinho!",D05 - Identificar o tema ou assunto de um texto.,"O tema desse texto é
",a,o comportamento da cachorrinha Lili.,"['o comportamento da cachorrinha Lili.', 'o cuidado que se deve ter com uma Cocker.', 'a característica física de uma cachorrinha.', 'a alegria da cachorrinha ao receber visitas.']",7° ano,SPAECE,Avaliação paraná
Água cidadã,"A gente tem um monte de direitos, os animais também têm, mas e a água, será que ela tem direitos também? Tem sim, e graças à ONU! A Organização das Nações Unidas criou um documento chamado Declaração Universal dos Direitos da Água! Ele tem 10 parágrafos, todos explicando como ela é importante para o nosso planeta! O primeiro item diz, logo de cara, que a água é patrimônio do planeta, e que cada povo e cada nação são responsáveis por ela! Já o parágrafo 7 diz claramente que a água não deve ser desperdiçada, nem poluída e nem envenenada! Puxa, seria legal se todo mundo respeitasse essa declaração, né?",D05 - Identificar o tema ou assunto de um texto.,O assunto desse texto é,a,"a Declaração Universal dos Direitos da Água.
","['a Declaração Universal dos Direitos da Água.\r', 'a Organização das Nações Unidas', 'o direito do cidadão.', 'o respeito aos animais.']",7° ano,SPAECE,Avaliação paraná
Dinossauros no shopping,"Passear pelo shopping pode ser divertido, principalmente num dia de chuva, em que não dá para brincar lá fora. Encontramos cinemas com filmes bacanas, lanches gostosos, dinossauros… Opa! Achou estranho? Pois saiba que a exposição Era T-Rex levou um monte de parentes meus para shoppings em Niterói e São Paulo. A aventura começa com um filme 5D, tecnologia que une os movimentos do cinema 3D com cheiros, ventania e até esguichos de água para contar a história de um filhote de Tyranosaurus rex que se perde da mãe. Depois, o passeio continua com uma visita a réplicas de diversas espécies que se mexem de verdade, emitem sons e têm tamanho real. Quem visitar a exposição vai ver uma fêmea maiassaura cuidando de seu filhote, um apatossauro com 22 metros de comprimento e até tocar o angaturama, um dinossauro que viveu aqui no Brasil. A viagem no tempo não para por aí. No final, você vai encontrar um tanque de areia cheio de fósseis para descobrir. Eu e Diná já fomos correndo visitar nossos parentes e, apesar de sentirmos falta de algumas espécies, adoramos. Se você mora em São Paulo e quer conhecer a exposição, é preciso correr: ela só fica por lá até 29 de julho. Já em Niterói, ela vai até outubro.",D05 - Identificar o tema ou assunto de um texto.,Qual é o tema desse texto?,a,A exposição Era T-Rex nos shoppings em Niterói e São Paulo.,"['A exposição Era T-Rex nos shoppings em Niterói e São Paulo.', 'A tecnologia 5D utilizada nos cinemas e exposições.', 'As atividades nos passeios pelo shopping em dia de chuva.', 'As espécies de dinossauros que viveram no Brasil.']",7° ano,SPAECE,Avaliação paraná
-,"As festas juninas são celebradas ao longo do mês de junho. Sua origem foram as festas pagãs, com fogueiras e queimas de fogos [...]. Elas começaram nos campos e plantações originando os trajes típicos de caipiras e sinhazinhas, com casamento de roça, discurso do padrinho, as capelinhas decoradas, etc. Com o passar do tempo, as festividades foram tomando um cunho religioso. Pela tradição, a festa junina consiste em celebrar os bons resultados da colheita [...]. As festas juninas estão enraizadas de arte popular com suas influências próprias das regiões, cheias de pureza, ingenuidade, poesia e inspiração. [...]",D05 - Identificar o tema ou assunto de um texto.,Qual é o assunto desse texto?,c,A origem das festas juninas.,"['A importância das fogueiras.', 'A necessidade da boa colheita. ', 'A origem das festas juninas.', 'A preparação para o casamento.']",7° ano,SPAECE,Avaliação paraná
Sabores que vêm do cérebro,"Você já ouviu a frase: “rapadura é doce, mas não é mole não”? Essa é uma expressão popular da língua portuguesa para mostrar que tudo tem dois lados – assim como a rapadura, que, embora seja doce, é dura à beça! Mas para a gente perceber, por exemplo, que algo tem um sabor doce e, ao mesmo tempo, é difícil de mastigar quem entra em ação é… o cérebro. E você achava que essa percepção era feita pela língua, hein? [...] A rapadura, você deve conhecer, é um doce feito da cana-de-açúcar que é muito, mas muito doce mesmo! Quem percebe toda essa doçura não é a língua. Ela e outras partes do corpo envolvidas na nossa digestão trabalham para enviar informações ao cérebro – ele, sim, é quem reconhece o sabor. Mas que partes do corpo são essas? Bem, tem a língua, o palato (também conhecido como “céu da boca”) e a faringe, órgão que faz parte dos sistemas digestório e respiratório ao mesmo tempo. Cada um dos três – língua, palato e faringe – tem seus receptores sensoriais para reconhecer os estímulos de um alimento e mandar as informações ao cérebro, que, numa fração de segundos, traduz o sabor. [...]",D05 - Identificar o tema ou assunto de um texto.,Qual é o tema desse texto?,c,O processo de reconhecimento dos sabores pelo cérebro.,"[' A digestão dos alimentos doces pelo corpo humano.', 'A fabricação de um doce a partir da cana-de-açúcar.', 'O processo de reconhecimento dos sabores pelo cérebro.', 'O uso de uma expressão popular na língua portuguesa.']",8° ano,SPAECE,Avaliação paraná
Taxista roda gratuitamente aos inais de semana entregando compra a idosos,"Um taxista trocou as corridas do final de semana para ajudar idosos que não têm como ir ao supermercado. Iqbal Alimohd, de 69 anos, recolhe os pedidos durante toda a semana em Calgary, no Canadá, e, no sábado pela manhã, vai ao mercado fazer as compras. Depois, Iqbal realiza todas as entregas e não cobra nada por isso. O taxista já faz essa boa ação há 15 anos e disse que não tem pretensão de parar. Para ele, realizar as entregas é um papel de cidadania, servindo à comunidade. Apesar de ter iniciado o projeto sozinho, Iqbal hoje conta com a ajuda da esposa, Mumtaz, e dos dois filhos, Faisal e Yasin. A mulher fica responsável por anotar todas as listas de compras e separar os pedidos para entrega. Já os dois filhos acompanham o pai ao mercado para retirar os itens. ""É um compromisso tão importante que, sempre que queremos viajar ou ir a qualquer lugar, ele [o taxista] diz: 'Bem, o que meus velhinhos vão fazer no sábado?'"", conta Faisal.",D05 - Identificar o tema ou assunto de um texto.,O assunto desse texto é,a,a entrega gratuita de mercadorias realizada por um taxista.,"['a entrega gratuita de mercadorias realizada por um taxista.', 'a qualidade de vida das pessoas em idade avançada.', 'o método utilizado por um mercado para separar as compras.', 'o tipo de público que costuma frequentar os mercados.']",8° ano,SPAECE,Avaliação paraná
O celular está destruindo nossa memória,"O Instagram recebe 95 milhões de fotos por dia. São 1.100 novas imagens no sistema a cada segundo. Isso sem falar nos outros bilhões de cliques armazenados na memória dos celulares e que nunca verão a luz do dia. Nunca se fotografou tanto, claro. No início do século 21, ainda estávamos presos à quantidade de fotos que cabiam num rolo de filme – o rolo podia abrigar 12, 24 ou 36 imagens. Logo, o momento de tirar uma foto era especial. E poucos se aventuravam a esticar o braço e tirar uma foto da própria cara. A chance de dar ruim era gigantesca. As câmeras digitais acabaram com a limitação de poses. [...] E tome foto. De tudo. De todos. Só tem um problema: esse hábito pode estar acabando com as nossas vidas – pelo menos com a forma como nos lembramos das nossas vidas. E pode estar distorcendo nossas personalidades também. [...] Quando você vive com uma câmera fotográfica de capacidade virtualmente infinita no bolso, a tendência é que você se preocupe mais em registrar momentos do que em prestar atenção neles. Aí complica. “Prestar atenção é fundamental para codificar informações na memória”, diz a italiana Giuliana Mazzoni, professora de psicologia da Universidade de Hull, no Reino Unido [...]. Para Giuliana Mazzoni, a era da fotografia instantânea também pode ter reverberações em nossa personalidade. “As selfies e poses são planejadas, não têm naturalidade”, ela diz. “Se a gente se basear fortemente em fotos ao nos lembrarmos do passado, poderemos criar uma identidade própria distorcida com base na imagem que desejamos promover para os outros.” Por via das dúvidas, vale lembrar: sua memória talvez agradeça se você parar e dar uma boa olhada no que vai fotografar antes de efetivamente apertar o botão. [...]",D05 - Identificar o tema ou assunto de um texto.,O assunto tratado no texto é:,b,Os problemas causados pelo hábito excessivo de fotografar.,"['O uso excessivo de selfies está distorcendo nossa personalidade.', 'Os problemas causados pelo hábito excessivo de fotografar.', 'O fim da limitação de poses pelas câmeras digitais.', 'O processo evolutivo na forma de fotografar.\r']",8° ano,SPAECE,Avaliação paraná
Que tal criar um projeto nas férias?,"Kaciane Caroline tem dez anos, mora numa cidade do interior de São Paulo, vai à escola, faz lição de casa, brinca. Tem uma coisa que ela adora fazer: ler. Já leu um montão de livros (mais de 500!), quer ler mais, e ainda tem vontade de incentivar outras pessoas a também gostar dos livros. Para isso, Caroline teve a ideia de montar uma biblioteca no quintal de casa. Olha que coisa mais interessante: a menina conseguiu a ajuda de empresas da cidade, da escola, de colegas e de várias pessoas da comunidade. Com isso, seus pais puderam construir um local para lotar de livros. E deu certo! Hoje, o lugar funciona com mais de 4.000 obras e, durante três horas por dia, sempre no período da tarde, quem quiser pode ir lá e pegar um livro emprestado, assim como acontece em qualquer biblioteca. Mas Caroline quer mais. Está fazendo uma vaquinha pela internet para tornar a biblioteca dela profissional. E se você aproveitasse suas férias para, além de brincar, dormir, brincar ainda mais, ficar sem fazer nada e passear, também pensar em um projeto bem legal? [...] A garota da biblioteca é um exemplo para todas as crianças. Ela conseguiu fazer um gosto dela ser também o gosto de muitos outros. Ela é uma menina generosa, criativa e ativa. E todas as crianças, inclusive você, podem ser assim também. [...]",D05 - Identificar o tema ou assunto de um texto.,O assunto do texto lido é,c,a montagem de uma biblioteca por uma menina.,"['a menina que gosta de leituras.\r', 'a leitura e as brincadeiras nas férias.\r', 'a montagem de uma biblioteca por uma menina.', 'a elaboração de projetos e atividades nas férias.']",8° ano,SPAECE,Avaliação paraná
Água cidadã,"A gente tem um monte de direitos, os animais também têm, mas e a água, será que ela tem direitos também? Tem sim, e graças à ONU! A Organização das Nações Unidas criou um documento chamado Declaração Universal dos Direitos da Água! Ele tem 10 parágrafos, todos explicando como ela é importante para o nosso planeta! O primeiro item diz, logo de cara, que a água é patrimônio do planeta, e que cada povo e cada nação são responsáveis por ela! Já o parágrafo 7 diz claramente que a água não deve ser desperdiçada, nem poluída e nem envenenada! Puxa, seria legal se todo mundo respeitasse essa declaração, né?",D05 - Identificar o tema ou assunto de um texto.,O assunto desse texto é,a,a Declaração Universal dos Direitos da Água.,"['a Declaração Universal dos Direitos da Água.', 'a Organização das Nações Unidas.', 'o direito do cidadão.', 'o respeito aos animais.\r']",8° ano,SPAECE,Avaliação paraná
Ipojuca recebe projeto de cinema itinerante com sessões gratuitas,"Serão exibidas comédias e filmes infantis nesta quarta, na quinta e sexta. Cine em Cena Brasil vai ocorrer em praça de Nossa Senhora do Ó. O Cine em Cena Brasil chega [...] para exibir longas-metragens de graça à população. O caminhão do projeto vai estacionar na Praça de Eventos Nossa Senhora do Ó, distrito de Ipojuca, e [...] vai rodar filmes de comédia e animações infantis em 3D. Estão na programação “Se Puder... Dirija!”, [...] “SOS Mulheres ao Mar”, [...] “Malévola” [...] e “Frozen – Uma Aventura Congelante” [...]. As sessões têm vagas para 225 pessoas. O projeto [...] renova a proposta de cinema itinerante.",D05 - Identificar o tema ou assunto de um texto.,O assunto desse texto é,c,o projeto que exibe filmes gratuitos para a população.,"['a qualidade das animações infantis em 3D.', 'as vagas disponíveis para cada sessão de cinema.', 'o projeto que exibe filmes gratuitos para a população. ', 'os tipos de filmes preferidos das crianças.']",8° ano,SPAECE,Avaliação paraná
"Sonda da Nasa pousa em Marte com sucesso para missão em “antigo lago”
","Na tarde desta quinta-feira, às 17h55 (horário de Brasília), a sonda Perseverance aterrissou em Marte após realizar com sucesso os “sete minutos de terror”, momento mais crítico de toda a viagem que começou em julho de 2020. É durante esse curto espaço de tempo que a NASA perde o sinal da sonda, que inicia sua entrada e descida na atmosfera do planeta vermelho, realizando manobras bastante complicadas. Para pousar com segurança na paisagem acidentada do planeta, foi utilizada a tecnologia de Navegação Relativa ao Terreno, uma das mais modernas e pela primeira vez em ação, com um sistema de piloto automático. Agora, a Perseverance vai explorar a atmosfera e o solo de Marte, coletando inclusive amostras de rochas para análises posteriores, pelo período de um ano marciano, ou seja, 687 dias terrestres. O prazo pode variar para mais ou para menos. O pouso aconteceu na cratera de Jezero, que tem cerca de 45 km de diâmetro [...]. Mas o Perseverance não está sozinho! Ainda em operação no planeta vermelho temos o robô Curiosity, que pousou na cratera de Gale em 2012, também tentando encontrar sinais de vida passada em Marte. [...]",D05 - Identificar o tema ou assunto de um texto.,O tema desse texto é,a,a aterrissagem bem-sucedida da sonda Perseverance em Marte,"['a aterrissagem bem-sucedida da sonda Perseverance em Marte', 'a extensão do diâmetro de uma cratera marciana chamada Jezero.', 'a forma como a sonda Perseverance analisa as amostras de rochas.', 'a tentativa do robô Curiosity de encontrar sinais de vida passada em Marte.']",9° ano,SPACE,Avaliação paraná
Astronautas compartilham progresso do crescimento de plantas no espaço,"Realizar pesquisas no espaço não é uma tarefa simples. Além das várias questões técnicas envolvidas no processo, os astronautas da Estação Espacial Internacional [...] precisam lidar com um desafio emocional: a saudade de casa. E, para enfrentar esse problema, um dos recursos utilizados são as plantas. Michael Hopkins, comandante da Crew-1, missão da Nasa e da SpaceX, explica que as plantas representam uma conexão com a Terra e, por isso, ele dedica parte do seu tempo à função de “jardineiro espacial”. Apesar de ter um valor sentimental para Hopkins, a ação também é importante do ponto de vista científico e contribui para experimentos da agência espacial estadunidense. Conhecido como Sistema de Produção Vegetal (ou Veggie), o programa da Nasa tem como objetivo estudar o crescimento de plantas sob microgravidade. A vantagem é clara: fornecer alimentos frescos aos astronautas e aprimorar o bem-estar psicológico da equipe durante a estadia no laboratório orbital. Em fevereiro, Hopkins iniciou os experimentos VEG-03K e VEG-03L e foi no mês de abril que os resultados surgiram. Foram testadas sementes de “Extra Dwarf Pak Choi” e “Amara Mustard”, que cresceram por 64 dias – o maior período já registrado na Estação Espacial Internacional para folhas verdes. [...] “Para nós, essa é uma missão cumprida”, afirma, em nota, Matt Romeyn, cientista que participa do projeto a partir do Kennedy Space Center, nos Estados Unidos. [...] O sucesso dos experimentos também traz boas notícias para as próximas missões. No caso das frutas, que deverão chegar ao espaço ainda esse ano, é necessário que haja uma polinização similar à realizada por Hopkins. Além disso, sementes de tomate serão enviadas em 2022. [...]",D05 - Identificar o tema ou assunto de um texto.,O tema desse texto é,d,o tempo gasto para o desenvolvimento de vegetais.,"['a dificuldade da realização de pesquisas no espaço.', 'a importância do consumo de alimentos frescos.', 'o sucesso de um projeto realizado por astronautas.', 'o tempo gasto para o desenvolvimento de vegetais.']",9° ano,SPACE,Avaliação paraná
"Como surgiu a ideia de andar a cavalo?
","Não se sabe exatamente quando o homem começou a andar a cavalo. Mas é certo que, após a domesticação do animal, muita coisa mudou na sociedade. Os cavalos passaram a auxiliar na agricultura, a servir como meio de transporte. Já a arte de competir em saltos com cavalos teve origem no século 19 [...]. ""Por meio do manejo do cavalo, o homem das estepes atingiu uma organização socioeconômica de grande sucesso. Pastoreando os cavalos, os nômades administraram melhor os recursos disponíveis e evitaram as correrias desenfreadas que, frequentemente, terminavam com suas barrigas vazias"", diz o pesquisador Bjarke Rink em Desvendando o Enigma do Centauro.",D05 - Identificar o tema ou assunto de um texto.,Qual é o tema desse texto?,b,A origem do ato de montar cavalos.,"['A domesticação de espécies animais.', 'A origem do ato de montar cavalos.', 'Os métodos de plantio na agricultura.', 'Os tipos de meio de transporte existentes.']",9° ano,SPACE,Avaliação paraná
-,"A forma mais usada no mundo é o “hahaha”, que simula o som produzido pela risada. Suas variações, como o “hehehe”, também são bastante disseminadas. Isso não impede que alguns países tenham sua própria versão, como jajaja (nações de língua espanhola), (Grécia) e wakaka (Indonésia), dependendo de como pronunciam o som de “R”. Em alguns lugares, é importante que a risada seja precedida de uma ou duas outras letras: “ahaha” na Itália, [...] e na Ucrânia, por exemplo. Países de língua inglesa também usam o LOL, que significa “laughing out loud” (“rindo alto”). A sigla foi utilizada pela primeira vez nos anos 80.",D05 - Identificar o tema ou assunto de um texto.,Qual é o assunto desse texto?,a,Como a risada é escrita em várias línguas na internet,"['Como a risada é escrita em várias línguas na internet', 'A pronúncia do “R” na Indonésia.\r', 'A origem da expressão hahaha.', 'Quando as gírias virtuais foram usadas pela primeira vez.']",9° ano,SPACE,Avaliação paraná
Como é feito o leite em pó?,"O leite em pó é uma forma moderna de consumo de leite, que, desidratado, tem sua longevidade estendida. O leite em pó é feito a partir da secagem do leite comum. Para extrair a água, que compõe cerca de 90% da massa do leite, as fábricas fazem-na evaporar num processo lento, que não estraga as proteínas do produto. Primeiro, o leite escorre em paredes metálicas verticais aquecidas a 77 °C, porque o líquido não pode ser fervido. Nessa etapa, evapora até 50% da água, e o leite fica pastoso. O produto concentrado segue então para uma máquina que borrifa minúsculas gotículas contra um jato de ar quente a 180 °C. Um rápido contato é o suficiente para fazer com que o restante da água evapore, e as gotículas de leite se transformem em grãos de leite seco. Então, o leite é separado em diferentes fases: flocos, granulado e pulverizado. Este leite em pó pode apresentar-se com diferentes teores de gordura, conforme o leite utilizado tenha a gordura natural do leite, seja parcialmente desnatado ou seja magro. De qualquer forma, a proteína do leite em pó é a mesma que no leite líquido, com valores próximos de 30 – 35%, o que faz um alimento extremamente interessante. 1kg de leite em pó, adicionado com água, permite obter 6 – 7 litros de leite recombinado.",D05 - Identificar o tema ou assunto de um texto.,Esse texto fala sobre a,d,maneira de produzir leite em pó.,"['comparação entre os tipos de leite.', 'composição de proteínas no leite em pó.', 'gordura contida no leite desidratado.', 'maneira de produzir leite em pó.']",9° ano,SPACE,Avaliação paraná
Ipojuca recebe projeto de cinema itinerante com sessões gratuitas,"Serão exibidas comédias e filmes infantis nesta quarta, na quinta e sexta. Cine em Cena Brasil vai ocorrer em praça de Nossa Senhora do Ó. O Cine em Cena Brasil chega [...] para exibir longas-metragens de graça à população. O caminhão do projeto vai estacionar na Praça de Eventos Nossa Senhora do Ó, distrito de Ipojuca, e [...] vai rodar filmes de comédia e animações infantis em 3D. Estão na programação “Se Puder... Dirija!”, [...] “SOS Mulheres ao Mar”, [...] “Malévola” [...] e “Frozen – Uma Aventura Congelante” [...]. As sessões têm vagas para 225 pessoas. O projeto [...] renova a proposta de cinema itinerante.",D05 - Identificar o tema ou assunto de um texto.,O assunto desse texto é,c,o projeto que exibe filmes gratuitos para a população.,"['a qualidade das animações infantis em 3D.\r', 'as vagas disponíveis para cada sessão de cinema.', 'o projeto que exibe filmes gratuitos para a população. ', 'os tipos de filmes preferidos das crianças.']",9° ano,SPACE,Avaliação paraná
Caçadora de gigantes,"Bárbara Thorson é uma garota rebelde e solitária que prefere o mundo de calabouços e dragões ao mundo real. Ao passar por uma série de maus tratos na escola, seu comportamento muda e a vida que sempre imaginou se torna real. Logo ela se vê enfrentando seus medos da pior maneira e fica obcecada com o que acredita ser sua missão: matar gigantes. PAÍS DE ORIGEM: BÉLGICA/CHINA/EUA/GRÃ-BRETANHA/ ANO DE PRODUÇÃO: 2018 GÊNERO: DRAMA, FANTASÍA, SUSPENSE DURAÇÃO: 106 CENSURA: 10",D05 - Identificar o tema ou assunto de um texto.,Esse texto fala sobre,c,o resumo de um filme.,"['o elenco de um filme', 'o gênero dos filmes', 'o resumo de um filme.', 'os filmes dramáticos.']",9° ano,SPAECE,Simulado 01 SPAECE
Do que é feito o iogurte?,"O iogurte é um alimento amplamente consumido por jovens e adultos, seja puro ou com açúcar, mel ou frutas. Apesar disso, muitas pessoas não sabem como esse produto é feito e imaginam apenas que há leite, açúcar e alguns frutos. O que muitos não sabem é que, além desses produtos, existem bactérias! [...] As bactérias também são importantes para a fabricação de alimentos, tais como os iogurtes, queijos, coalhadas e vinagres; na produção de insulina, que é usada no tratamento de diabetes, e até em tratamentos estéticos, como o Botox. [...] No que diz respeito ao iogurte, elas são usadas para transformar o açúcar encontrado no leite (lactose) em ácido lático, que é responsável por coagular o leite. Esse processo é conhecido como fermentação. Basicamente, duas bactérias são usadas no processo de fabricação de iogurtes, a Lactobacillus bulgaricus e a Streptococcus thermophilus. A primeira está mais relacionada com a cremosidade e o cheiro do iogurte, enquanto o Streptococcus thermophilus está mais relacionado com a fermentação. O iogurte, além de saboroso, possui várias outras qualidades. Os lactobacilos usados em sua produção são importantes, por exemplo, contra doenças do intestino. Além disso, alguns estudos comprovam que o iogurte diminui o mau hálito e é uma boa fonte de cálcio, auxiliando, assim, no combate à osteoporose e à hipertensão (pressão alta). Sem falar que o iogurte é uma grande fonte de vitaminas",D05 - Identificar o tema ou assunto de um texto.,Esse texto fala principalmente sobre,d,o modo como é produzido o iogurte.,"['as receitas produzidas a partir do iogurte.', 'o consumo de iogurte na alimentação dos jovens.', 'o leite e seus benefícios na saúde das pessoas.', 'o modo como é produzido o iogurte.']",9° ano,SPAECE,Simulado 01 SPAECE
Onde judas perdeu as botas,"A expressão “onde Judas perdeu as botas” é usada para designar um lugar distante, desconhecido e inacessível. Existe uma história não comprovada a qual relata que após trair Jesus, Judas se enforcou em uma árvore sem nada nos pés, já que havia posto o dinheiro que ganhara por ter entregue o mestre dentro de suas botas. Ainda segundo o conto popular, quando os soldados viram que Judas estava sem seus sapatos, saíram desesperados em busca dos calçados e do dinheiro ali depositado (cerca de 30 moedas de ouro). No entanto, diz a lenda que ninguém achou, nem sequer ficou sabendo do paradeiro das botas de Judas. Foi por meio desta fantasiosa história que o termo “onde Judas perdeu as botas” surgiu e se transformou em uma expressão popular.",D05 - Identificar o tema ou assunto de um texto.,Qual é o assunto desse texto?,b,A origem de uma expressão popular,"['A história da traição de Judas', 'A origem de uma expressão popular', 'O paradeiro das botas de Judas', 'O surgimento de parábolas bíblicas.']",9° ano,SPAECE,Simulado 01 SPAECE
